TCOUNT:50
CINFO:1,6206,"DVD disc"
CINFO:2,0,"THE_PEANUTS_MOVIE"
CINFO:30,0,"THE_PEANUTS_MOVIE"
CINFO:31,6119,"<b>Source information</b><br>"
CINFO:32,0,"THE_PEANUTS_MOVIE"
CINFO:33,0,"0"
TINFO:0,8,0,"25"
TINFO:0,9,0,"1:27:32"
TINFO:0,10,0,"3.8 GB"
TINFO:0,11,0,"4173113344"
TINFO:0,15,0,"1"
TINFO:0,24,0,"01"
TINFO:0,25,0,"7"
TINFO:0,26,0,"1-34,35-51,52,54,(55,57,59,61),63-64,65"
TINFO:0,27,0,"B1_t00.mkv"
TINFO:0,30,0,"25 chapter(s) , 3.8 GB (angle 1) (B1)"
TINFO:0,31,6120,"<b>Title information</b><br>"
TINFO:0,33,0,"0"
TINFO:0,49,0,"B1"
TINFO:25,26,0,"1,2"
TINFO:25,27,0,"G4_t25.mkv"
TINFO:25,30,0,"2 chapter(s) , 71.1 MB (G4)"
TINFO:25,31,6120,"<b>Title information</b><br>"
TINFO:25,33,0,"0"
TINFO:25,49,0,"G4"
SINFO:25,0,1,6201,"Video"
SINFO:25,0,5,0,"V_MPEG2"
SINFO:25,0,6,0,"Mpeg2"
SINFO:25,0,7,0,"Mpeg2"
SINFO:25,0,13,0,"9.8 Mb/s"
SINFO:25,0,19,0,"720x480"
SINFO:25,0,20,0,"16:9"
SINFO:25,0,21,0,"29.97 (30000/1001)"
SINFO:25,0,22,0,"0"
SINFO:25,0,30,0,"Mpeg2"
SINFO:25,0,31,6121,"<b>Track information</b><br>"
SINFO:25,0,33,0,"0"
SINFO:25,0,38,0,""
SINFO:25,0,42,5088,"( Lossless conversion )"
SINFO:25,1,1,6202,"Audio"
SINFO:25,1,2,0,"Surround 5.1"
SINFO:25,1,3,0,"eng"
SINFO:25,1,4,0,"English"
SINFO:25,1,5,0,"A_AC3"
SINFO:25,1,6,0,"DD"
SINFO:25,1,7,0,"Dolby Digital"
SINFO:25,1,13,0,"448 Kb/s"
SINFO:25,1,14,0,"6"
SINFO:25,1,17,0,"48000"
SINFO:25,1,22,0,"0"
SINFO:25,1,30,0,"DD Surround 5.1 English"
SINFO:25,1,31,6121,"<b>Track information</b><br>"
SINFO:25,1,33,0,"90"
SINFO:25,1,38,0,"d"
SINFO:25,1,39,0,"Default"
SINFO:25,1,40,0,"5.1(side)"
SINFO:25,1,42,5088,"( Lossless conversion )"
SINFO:25,2,1,6202,"Audio"
SINFO:25,2,2,0,"Surround 5.1"
SINFO:25,2,3,0,"eng"
SINFO:25,2,4,0,"English"
SINFO:25,2,5,0,"A_AC3"
SINFO:25,2,6,0,"DD"
SINFO:25,2,7,0,"Dolby Digital"
SINFO:25,2,13,0,"384 Kb/s"
SINFO:25,2,14,0,"6"
SINFO:25,2,17,0,"48000"
SINFO:25,2,22,0,"4"
SINFO:25,2,30,0,"DD Surround 5.1 English"
SINFO:25,2,31,6121,"<b>Track information</b><br>"
SINFO:25,2,33,0,"90"
SINFO:25,2,38,0,""
SINFO:25,2,40,0,"5.1(side)"
SINFO:25,2,42,5088,"( Lossless conversion )"
SINFO:25,3,1,6202,"Audio"
SINFO:25,3,2,5091,"Stereo"
SINFO:25,3,3,0,"spa"
SINFO:25,3,4,0,"Spanish"
SINFO:25,3,5,0,"A_AC3"
SINFO:25,3,6,0,"DD"
SINFO:25,3,7,0,"Dolby Digital"
SINFO:25,3,13,0,"192 Kb/s"
SINFO:25,3,14,0,"2"
SINFO:25,3,17,0,"48000"
SINFO:25,3,22,0,"0"
SINFO:25,3,30,0,"DD Stereo Spanish"
SINFO:25,3,31,6121,"<b>Track information</b><br>"
SINFO:25,3,33,0,"90"
SINFO:25,3,38,0,""
SINFO:25,3,40,0,"stereo"
SINFO:25,3,42,5088,"( Lossless conversion )"
SINFO:25,4,1,6202,"Audio"
SINFO:25,4,2,5091,"Stereo"
SINFO:25,4,3,0,"fre"
SINFO:25,4,4,0,"French"
SINFO:25,4,5,0,"A_AC3"
SINFO:25,4,6,0,"DD"
SINFO:25,4,7,0,"Dolby Digital"
SINFO:25,4,13,0,"192 Kb/s"
SINFO:25,4,14,0,"2"
SINFO:25,4,17,0,"48000"
SINFO:25,4,22,0,"0"
SINFO:25,4,30,0,"DD Stereo French"
SINFO:25,4,31,6121,"<b>Track information</b><br>"
SINFO:25,4,33,0,"90"
SINFO:25,4,38,0,""
SINFO:25,4,40,0,"stereo"
SINFO:25,4,42,5088,"( Lossless conversion )"
SINFO:25,5,1,6203,"Subtitles"
SINFO:25,5,3,0,"eng"
SINFO:25,5,4,0,"English"
SINFO:25,5,5,0,"S_VOBSUB"
SINFO:25,5,6,0,""
SINFO:25,5,7,0,"Dvd Subtitles"
SINFO:25,5,22,0,"0"
SINFO:25,5,30,0," English"
SINFO:25,5,31,6121,"<b>Track information</b><br>"
SINFO:25,5,33,0,"90"
SINFO:25,5,38,0,"d"
SINFO:25,5,39,0,"Default"
SINFO:25,5,42,5088,"( Lossless conversion )"
SINFO:25,6,1,6203,"Subtitles"
SINFO:25,6,3,0,"spa"
SINFO:25,6,4,0,"Spanish"
SINFO:25,6,5,0,"S_VOBSUB"
SINFO:25,6,6,0,""
SINFO:25,6,7,0,"Dvd Subtitles"
SINFO:25,6,22,0,"0"
SINFO:25,6,30,0," Spanish"
SINFO:25,6,31,6121,"<b>Track information</b><br>"
SINFO:25,6,33,0,"90"
SINFO:25,6,38,0,""
SINFO:25,6,42,5088,"( Lossless conversion )"
SINFO:25,7,1,6203,"Subtitles"
SINFO:25,7,3,0,"fre"
SINFO:25,7,4,0,"French"
SINFO:25,7,5,0,"S_VOBSUB"
SINFO:25,7,6,0,""
SINFO:25,7,7,0,"Dvd Subtitles"
SINFO:25,7,22,0,"0"
SINFO:25,7,30,0," French"
SINFO:25,7,31,6121,"<b>Track information</b><br>"
SINFO:25,7,33,0,"90"
SINFO:25,7,38,0,""
SINFO:25,7,42,5088,"( Lossless conversion )"
SINFO:25,8,1,6203,"Subtitles"
SINFO:25,8,3,0,"spa"
SINFO:25,8,4,0,"Spanish"
SINFO:25,8,5,0,"S_VOBSUB"
SINFO:25,8,6,0,""
SINFO:25,8,7,0,"Dvd Subtitles"
SINFO:25,8,22,0,"0"
SINFO:25,8,30,0," Spanish"
SINFO:25,8,31,6121,"<b>Track information</b><br>"
SINFO:25,8,33,0,"90"
SINFO:25,8,38,0,""
SINFO:25,8,42,5088,"( Lossless conversion )"
SINFO:25,9,1,6203,"Subtitles"
SINFO:25,9,3,0,"fre"
SINFO:25,9,4,0,"French"
SINFO:25,9,5,0,"S_VOBSUB"
SINFO:25,9,6,0,""
SINFO:25,9,7,0,"Dvd Subtitles"
SINFO:25,9,22,0,"0"
SINFO:25,9,30,0," French"
SINFO:25,9,31,6121,"<b>Track information</b><br>"
SINFO:25,9,33,0,"90"
SINFO:25,9,38,0,""
SINFO:25,9,42,5088,"( Lossless conversion )"
SINFO:25,10,1,6203,"Subtitles"
SINFO:25,10,3,0,"eng"
SINFO:25,10,4,0,"English"
SINFO:25,10,5,0,"S_CC608/DVD"
SINFO:25,10,6,0,"CC"
SINFO:25,10,7,0,"Closed Captions"
SINFO:25,10,13,0,"9.8 Mb/s"
SINFO:25,10,22,0,"0"
SINFO:25,10,30,0,"CC→Text English ( Lossy conversion )"
SINFO:25,10,31,6121,"<b>Track information</b><br>"
SINFO:25,10,33,0,"90"
SINFO:25,10,34,0,"Text subtitles ( Lossy conversion )"
SINFO:25,10,38,0,""
SINFO:25,10,41,0,"Text"
SINFO:25,10,42,5087,"( Lossy conversion )"
TINFO:26,8,0,"2"
TINFO:26,9,0,"0:00:16"
TINFO:26,10,0,"13.8 MB"
TINFO:26,11,0,"14540800"
TINFO:26,24,0,"30"
TINFO:26,25,0,"2"
TINFO:26,26,0,"1,2"
TINFO:26,27,0,"G5_t26.mkv"
TINFO:26,30,0,"2 chapter(s) , 13.8 MB (G5)"
TINFO:26,31,6120,"<b>Title information</b><br>"
TINFO:26,33,0,"0"
TINFO:26,49,0,"G5"
SINFO:26,0,1,6201,"Video"
SINFO:26,0,5,0,"V_MPEG2"
SINFO:26,0,6,0,"Mpeg2"
SINFO:26,0,7,0,"Mpeg2"
SINFO:26,0,13,0,"9.8 Mb/s"
SINFO:26,0,19,0,"720x480"
SINFO:26,0,20,0,"16:9"
SINFO:26,0,21,0,"29.97 (30000/1001)"
SINFO:26,0,22,0,"0"
SINFO:26,0,30,0,"Mpeg2"
SINFO:26,0,31,6121,"<b>Track information</b><br>"
SINFO:26,0,33,0,"0"
SINFO:26,0,38,0,""
SINFO:26,0,42,5088,"( Lossless conversion )"
SINFO:26,1,1,6202,"Audio"
SINFO:26,1,2,0,"Surround 5.1"
SINFO:26,1,3,0,"eng"
SINFO:26,1,4,0,"English"
SINFO:26,1,5,0,"A_AC3"
SINFO:26,1,6,0,"DD"
SINFO:26,1,7,0,"Dolby Digital"
SINFO:26,1,13,0,"448 Kb/s"
SINFO:26,1,14,0,"6"
SINFO:26,1,17,0,"48000"
SINFO:26,1,22,0,"0"
SINFO:26,1,30,0,"DD Surround 5.1 English"
SINFO:26,1,31,6121,"<b>Track information</b><br>"
SINFO:26,1,33,0,"90"
SINFO:26,1,38,0,"d"
SINFO:26,1,39,0,"Default"
SINFO:26,1,40,0,"5.1(side)"
SINFO:26,1,42,5088,"( Lossless conversion )"
SINFO:26,2,1,6202,"Audio"
SINFO:26,2,2,0,"Surround 5.1"
SINFO:26,2,3,0,"eng"
SINFO:26,2,4,0,"English"
SINFO:26,2,5,0,"A_AC3"
SINFO:26,2,6,0,"DD"
SINFO:26,2,7,0,"Dolby Digital"
SINFO:26,2,13,0,"384 Kb/s"
SINFO:26,2,14,0,"6"
SINFO:26,2,17,0,"48000"
SINFO:26,2,22,0,"4"
SINFO:26,2,30,0,"DD Surround 5.1 English"
SINFO:26,2,31,6121,"<b>Track information</b><br>"
SINFO:26,2,33,0,"90"
SINFO:26,2,38,0,""
SINFO:26,2,40,0,"5.1(side)"
SINFO:26,2,42,5088,"( Lossless conversion )"
SINFO:26,3,1,6202,"Audio"
SINFO:26,3,2,5091,"Stereo"
SINFO:26,3,3,0,"spa"
SINFO:26,3,4,0,"Spanish"
SINFO:26,3,5,0,"A_AC3"
SINFO:26,3,6,0,"DD"
SINFO:26,3,7,0,"Dolby Digital"
SINFO:26,3,13,0,"192 Kb/s"
SINFO:26,3,14,0,"2"
SINFO:26,3,17,0,"48000"
SINFO:26,3,22,0,"0"
SINFO:26,3,30,0,"DD Stereo Spanish"
SINFO:26,3,31,6121,"<b>Track information</b><br>"
SINFO:26,3,33,0,"90"
SINFO:26,3,38,0,""
SINFO:26,3,40,0,"stereo"
SINFO:26,3,42,5088,"( Lossless conversion )"
SINFO:26,4,1,6202,"Audio"
SINFO:26,4,2,5091,"Stereo"
SINFO:26,4,3,0,"fre"
SINFO:26,4,4,0,"French"
SINFO:26,4,5,0,"A_AC3"
SINFO:26,4,6,0,"DD"
SINFO:26,4,7,0,"Dolby Digital"
SINFO:26,4,13,0,"192 Kb/s"
SINFO:26,4,14,0,"2"
SINFO:26,4,17,0,"48000"
SINFO:26,4,22,0,"0"
SINFO:26,4,30,0,"DD Stereo French"
SINFO:26,4,31,6121,"<b>Track information</b><br>"
SINFO:26,4,33,0,"90"
SINFO:26,4,38,0,""
SINFO:26,4,40,0,"stereo"
SINFO:26,4,42,5088,"( Lossless conversion )"
SINFO:26,5,1,6203,"Subtitles"
SINFO:26,5,3,0,"eng"
SINFO:26,5,4,0,"English"
SINFO:26,5,5,0,"S_VOBSUB"
SINFO:26,5,6,0,""
SINFO:26,5,7,0,"Dvd Subtitles"
SINFO:26,5,22,0,"0"
SINFO:26,5,30,0," English"
SINFO:26,5,31,6121,"<b>Track information</b><br>"
SINFO:26,5,33,0,"90"
SINFO:26,5,38,0,"d"
SINFO:26,5,39,0,"Default"
SINFO:26,5,42,5088,"( Lossless conversion )"
SINFO:26,6,1,6203,"Subtitles"
SINFO:26,6,3,0,"spa"
SINFO:26,6,4,0,"Spanish"
SINFO:26,6,5,0,"S_VOBSUB"
SINFO:26,6,6,0,""
SINFO:26,6,7,0,"Dvd Subtitles"
SINFO:26,6,22,0,"0"
SINFO:26,6,30,0," Spanish"
SINFO:26,6,31,6121,"<b>Track information</b><br>"
SINFO:26,6,33,0,"90"
SINFO:26,6,38,0,""
SINFO:26,6,42,5088,"( Lossless conversion )"
SINFO:26,7,1,6203,"Subtitles"
SINFO:26,7,3,0,"fre"
SINFO:26,7,4,0,"French"
SINFO:26,7,5,0,"S_VOBSUB"
SINFO:26,7,6,0,""
SINFO:26,7,7,0,"Dvd Subtitles"
SINFO:26,7,22,0,"0"
SINFO:26,7,30,0," French"
SINFO:26,7,31,6121,"<b>Track information</b><br>"
SINFO:26,7,33,0,"90"
SINFO:26,7,38,0,""
SINFO:26,7,42,5088,"( Lossless conversion )"
SINFO:26,8,1,6203,"Subtitles"
SINFO:26,8,3,0,"spa"
SINFO:26,8,4,0,"Spanish"
SINFO:26,8,5,0,"S_VOBSUB"
SINFO:26,8,6,0,""
SINFO:26,8,7,0,"Dvd Subtitles"
SINFO:26,8,22,0,"0"
SINFO:26,8,30,0," Spanish"
SINFO:26,8,31,6121,"<b>Track information</b><br>"
SINFO:26,8,33,0,"90"
SINFO:26,8,38,0,""
SINFO:26,8,42,5088,"( Lossless conversion )"
SINFO:26,9,1,6203,"Subtitles"
SINFO:26,9,3,0,"fre"
SINFO:26,9,4,0,"French"
SINFO:26,9,5,0,"S_VOBSUB"
SINFO:26,9,6,0,""
SINFO:26,9,7,0,"Dvd Subtitles"
SINFO:26,9,22,0,"0"
SINFO:26,9,30,0," French"
SINFO:26,9,31,6121,"<b>Track information</b><br>"
SINFO:26,9,33,0,"90"
SINFO:26,9,38,0,""
SINFO:26,9,42,5088,"( Lossless conversion )"
SINFO:26,10,1,6203,"Subtitles"
SINFO:26,10,3,0,"eng"
SINFO:26,10,4,0,"English"
SINFO:26,10,5,0,"S_CC608/DVD"
SINFO:26,10,6,0,"CC"
SINFO:26,10,7,0,"Closed Captions"
SINFO:26,10,13,0,"9.8 Mb/s"
SINFO:26,10,22,0,"0"
SINFO:26,10,30,0,"CC→Text English ( Lossy conversion )"
SINFO:26,10,31,6121,"<b>Track information</b><br>"
SINFO:26,10,33,0,"90"
SINFO:26,10,34,0,"Text subtitles ( Lossy conversion )"
SINFO:26,10,38,0,""
SINFO:26,10,41,0,"Text"
SINFO:26,10,42,5087,"( Lossy conversion )"
TINFO:27,8,0,"2"
TINFO:27,9,0,"0:02:09"
TINFO:27,10,0,"105.2 MB"
TINFO:27,11,0,"110391296"
TINFO:27,24,0,"31"
TINFO:27,25,0,"2"
TINFO:27,26,0,"1,2"
TINFO:27,27,0,"H2_t27.mkv"
TINFO:27,30,0,"2 chapter(s) , 105.2 MB (H2)"
TINFO:27,31,6120,"<b>Title information</b><br>"
TINFO:27,33,0,"0"
TINFO:27,49,0,"H2"
SINFO:27,0,1,6201,"Video"
SINFO:27,0,5,0,"V_MPEG2"
SINFO:27,0,6,0,"Mpeg2"
SINFO:27,0,7,0,"Mpeg2"
SINFO:27,0,13,0,"9.8 Mb/s"
SINFO:27,0,19,0,"720x480"
SINFO:27,0,20,0,"16:9"
SINFO:27,0,21,0,"29.97 (30000/1001)"
SINFO:27,0,22,0,"0"
SINFO:27,0,30,0,"Mpeg2"
SINFO:27,0,31,6121,"<b>Track information</b><br>"
SINFO:27,0,33,0,"0"
SINFO:27,0,38,0,""
SINFO:27,0,42,5088,"( Lossless conversion )"
SINFO:27,1,1,6202,"Audio"
SINFO:27,1,2,0,"Surround 5.1"
SINFO:27,1,3,0,"eng"
SINFO:27,1,4,0,"English"
SINFO:27,1,5,0,"A_AC3"
SINFO:27,1,6,0,"DD"
SINFO:27,1,7,0,"Dolby Digital"
SINFO:27,1,13,0,"448 Kb/s"
SINFO:27,1,14,0,"6"
SINFO:27,1,17,0,"48000"
SINFO:27,1,22,0,"0"
SINFO:27,1,30,0,"DD Surround 5.1 English"
SINFO:27,1,31,6121,"<b>Track information</b><br>"
SINFO:27,1,33,0,"90"
SINFO:27,1,38,0,"d"
SINFO:27,1,39,0,"Default"
SINFO:27,1,40,0,"5.1(side)"
SINFO:27,1,42,5088,"( Lossless conversion )"
SINFO:27,2,1,6202,"Audio"
SINFO:27,2,2,0,"Surround 5.1"
SINFO:27,2,3,0,"eng"
SINFO:27,2,4,0,"English"
SINFO:27,2,5,0,"A_AC3"
SINFO:27,2,6,0,"DD"
SINFO:27,2,7,0,"Dolby Digital"
SINFO:27,2,13,0,"384 Kb/s"
SINFO:27,2,14,0,"6"
SINFO:27,2,17,0,"48000"
SINFO:27,2,22,0,"4"
SINFO:27,2,30,0,"DD Surround 5.1 English"
SINFO:27,2,31,6121,"<b>Track information</b><br>"
SINFO:27,2,33,0,"90"
SINFO:27,2,38,0,""
SINFO:27,2,40,0,"5.1(side)"
SINFO:27,2,42,5088,"( Lossless conversion )"
SINFO:27,3,1,6202,"Audio"
SINFO:27,3,2,5091,"Stereo"
SINFO:27,3,3,0,"spa"
SINFO:27,3,4,0,"Spanish"
SINFO:27,3,5,0,"A_AC3"
SINFO:27,3,6,0,"DD"
SINFO:27,3,7,0,"Dolby Digital"
SINFO:27,3,13,0,"192 Kb/s"
SINFO:27,3,14,0,"2"
SINFO:27,3,17,0,"48000"
SINFO:27,3,22,0,"0"
SINFO:27,3,30,0,"DD Stereo Spanish"
SINFO:27,3,31,6121,"<b>Track information</b><br>"
SINFO:27,3,33,0,"90"
SINFO:27,3,38,0,""
SINFO:27,3,40,0,"stereo"
SINFO:27,3,42,5088,"( Lossless conversion )"
SINFO:27,4,1,6202,"Audio"
SINFO:27,4,2,5091,"Stereo"
SINFO:27,4,3,0,"fre"
SINFO:27,4,4,0,"French"
SINFO:27,4,5,0,"A_AC3"
SINFO:27,4,6,0,"DD"
SINFO:27,4,7,0,"Dolby Digital"
SINFO:27,4,13,0,"192 Kb/s"
SINFO:27,4,14,0,"2"
SINFO:27,4,17,0,"48000"
SINFO:27,4,22,0,"0"
SINFO:27,4,30,0,"DD Stereo French"
SINFO:27,4,31,6121,"<b>Track information</b><br>"
SINFO:27,4,33,0,"90"
SINFO:27,4,38,0,""
SINFO:27,4,40,0,"stereo"
SINFO:27,4,42,5088,"( Lossless conversion )"
SINFO:27,5,1,6203,"Subtitles"
SINFO:27,5,3,0,"eng"
SINFO:27,5,4,0,"English"
SINFO:27,5,5,0,"S_VOBSUB"
SINFO:27,5,6,0,""
SINFO:27,5,7,0,"Dvd Subtitles"
SINFO:27,5,22,0,"0"
SINFO:27,5,30,0," English"
SINFO:27,5,31,6121,"<b>Track information</b><br>"
SINFO:27,5,33,0,"90"
SINFO:27,5,38,0,"d"
SINFO:27,5,39,0,"Default"
SINFO:27,5,42,5088,"( Lossless conversion )"
SINFO:27,6,1,6203,"Subtitles"
SINFO:27,6,3,0,"spa"
SINFO:27,6,4,0,"Spanish"
SINFO:27,6,5,0,"S_VOBSUB"
SINFO:27,6,6,0,""
SINFO:27,6,7,0,"Dvd Subtitles"
SINFO:27,6,22,0,"0"
SINFO:27,6,30,0," Spanish"
SINFO:27,6,31,6121,"<b>Track information</b><br>"
SINFO:27,6,33,0,"90"
SINFO:27,6,38,0,""
SINFO:27,6,42,5088,"( Lossless conversion )"
SINFO:27,7,1,6203,"Subtitles"
SINFO:27,7,3,0,"fre"
SINFO:27,7,4,0,"French"
SINFO:27,7,5,0,"S_VOBSUB"
SINFO:27,7,6,0,""
SINFO:27,7,7,0,"Dvd Subtitles"
SINFO:27,7,22,0,"0"
SINFO:27,7,30,0," French"
SINFO:27,7,31,6121,"<b>Track information</b><br>"
SINFO:27,7,33,0,"90"
SINFO:27,7,38,0,""
SINFO:27,7,42,5088,"( Lossless conversion )"
SINFO:27,8,1,6203,"Subtitles"
SINFO:27,8,3,0,"spa"
SINFO:27,8,4,0,"Spanish"
SINFO:27,8,5,0,"S_VOBSUB"
SINFO:27,8,6,0,""
SINFO:27,8,7,0,"Dvd Subtitles"
SINFO:27,8,22,0,"0"
SINFO:27,8,30,0," Spanish"
SINFO:27,8,31,6121,"<b>Track information</b><br>"
SINFO:27,8,33,0,"90"
SINFO:27,8,38,0,""
SINFO:27,8,42,5088,"( Lossless conversion )"
SINFO:27,9,1,6203,"Subtitles"
SINFO:27,9,3,0,"fre"
SINFO:27,9,4,0,"French"
SINFO:27,9,5,0,"S_VOBSUB"
SINFO:27,9,6,0,""
SINFO:27,9,7,0,"Dvd Subtitles"
SINFO:27,9,22,0,"0"
SINFO:27,9,30,0," French"
SINFO:27,9,31,6121,"<b>Track information</b><br>"
SINFO:27,9,33,0,"90"
SINFO:27,9,38,0,""
SINFO:27,9,42,5088,"( Lossless conversion )"
SINFO:27,10,1,6203,"Subtitles"
SINFO:27,10,3,0,"eng"
SINFO:27,10,4,0,"English"
SINFO:27,10,5,0,"S_CC608/DVD"
SINFO:27,10,6,0,"CC"
SINFO:27,10,7,0,"Closed Captions"
SINFO:27,10,13,0,"9.8 Mb/s"
SINFO:27,10,22,0,"0"
SINFO:27,10,30,0,"CC→Text English ( Lossy conversion )"
SINFO:27,10,31,6121,"<b>Track information</b><br>"
SINFO:27,10,33,0,"90"
SINFO:27,10,34,0,"Text subtitles ( Lossy conversion )"
SINFO:27,10,38,0,""
SINFO:27,10,41,0,"Text"
SINFO:27,10,42,5087,"( Lossy conversion )"
TINFO:28,8,0,"2"
TINFO:28,9,0,"0:01:38"
TINFO:28,10,0,"77.5 MB"
TINFO:28,11,0,"81270784"
TINFO:28,24,0,"32"
TINFO:28,25,0,"2"
TINFO:28,26,0,"1,2"
TINFO:28,27,0,"H3_t28.mkv"
TINFO:28,30,0,"2 chapter(s) , 77.5 MB (H3)"
TINFO:28,31,6120,"<b>Title information</b><br>"
TINFO:28,33,0,"0"
TINFO:28,49,0,"H3"
SINFO:28,0,1,6201,"Video"
SINFO:28,0,5,0,"V_MPEG2"
SINFO:28,0,6,0,"Mpeg2"
SINFO:28,0,7,0,"Mpeg2"
SINFO:28,0,13,0,"9.8 Mb/s"
SINFO:28,0,19,0,"720x480"
SINFO:28,0,20,0,"16:9"
SINFO:28,0,21,0,"29.97 (30000/1001)"
SINFO:28,0,22,0,"0"
SINFO:28,0,30,0,"Mpeg2"
SINFO:28,0,31,6121,"<b>Track information</b><br>"
SINFO:28,0,33,0,"0"
SINFO:28,0,38,0,""
SINFO:28,0,42,5088,"( Lossless conversion )"
SINFO:28,1,1,6202,"Audio"
SINFO:28,1,2,0,"Surround 5.1"
SINFO:28,1,3,0,"eng"
SINFO:28,1,4,0,"English"
SINFO:28,1,5,0,"A_AC3"
SINFO:28,1,6,0,"DD"
SINFO:28,1,7,0,"Dolby Digital"
SINFO:28,1,13,0,"448 Kb/s"
SINFO:28,1,14,0,"6"
SINFO:28,1,17,0,"48000"
SINFO:28,1,22,0,"0"
SINFO:28,1,30,0,"DD Surround 5.1 English"
SINFO:28,1,31,6121,"<b>Track information</b><br>"
SINFO:28,1,33,0,"90"
SINFO:28,1,38,0,"d"
SINFO:28,1,39,0,"Default"
SINFO:28,1,40,0,"5.1(side)"
SINFO:28,1,42,5088,"( Lossless conversion )"
SINFO:28,2,1,6202,"Audio"
SINFO:28,2,2,0,"Surround 5.1"
SINFO:28,2,3,0,"eng"
SINFO:28,2,4,0,"English"
SINFO:28,2,5,0,"A_AC3"
SINFO:28,2,6,0,"DD"
SINFO:28,2,7,0,"Dolby Digital"
SINFO:28,2,13,0,"384 Kb/s"
SINFO:28,2,14,0,"6"
SINFO:28,2,17,0,"48000"
SINFO:28,2,22,0,"4"
SINFO:28,2,30,0,"DD Surround 5.1 English"
SINFO:28,2,31,6121,"<b>Track information</b><br>"
SINFO:28,2,33,0,"90"
SINFO:28,2,38,0,""
SINFO:28,2,40,0,"5.1(side)"
SINFO:28,2,42,5088,"( Lossless conversion )"
SINFO:28,3,1,6202,"Audio"
SINFO:28,3,2,5091,"Stereo"
SINFO:28,3,3,0,"spa"
SINFO:28,3,4,0,"Spanish"
SINFO:28,3,5,0,"A_AC3"
SINFO:28,3,6,0,"DD"
SINFO:28,3,7,0,"Dolby Digital"
SINFO:28,3,13,0,"192 Kb/s"
SINFO:28,3,14,0,"2"
SINFO:28,3,17,0,"48000"
SINFO:28,3,22,0,"0"
SINFO:28,3,30,0,"DD Stereo Spanish"
SINFO:28,3,31,6121,"<b>Track information</b><br>"
SINFO:28,3,33,0,"90"
SINFO:28,3,38,0,""
SINFO:28,3,40,0,"stereo"
SINFO:28,3,42,5088,"( Lossless conversion )"
SINFO:28,4,1,6202,"Audio"
SINFO:28,4,2,5091,"Stereo"
SINFO:28,4,3,0,"fre"
SINFO:28,4,4,0,"French"
SINFO:28,4,5,0,"A_AC3"
SINFO:28,4,6,0,"DD"
SINFO:28,4,7,0,"Dolby Digital"
SINFO:28,4,13,0,"192 Kb/s"
SINFO:28,4,14,0,"2"
SINFO:28,4,17,0,"48000"
SINFO:28,4,22,0,"0"
SINFO:28,4,30,0,"DD Stereo French"
SINFO:28,4,31,6121,"<b>Track information</b><br>"
SINFO:28,4,33,0,"90"
SINFO:28,4,38,0,""
SINFO:28,4,40,0,"stereo"
SINFO:28,4,42,5088,"( Lossless conversion )"
SINFO:28,5,1,6203,"Subtitles"
SINFO:28,5,3,0,"eng"
SINFO:28,5,4,0,"English"
SINFO:28,5,5,0,"S_VOBSUB"
SINFO:28,5,6,0,""
SINFO:28,5,7,0,"Dvd Subtitles"
SINFO:28,5,22,0,"0"
SINFO:28,5,30,0," English"
SINFO:28,5,31,6121,"<b>Track information</b><br>"
SINFO:28,5,33,0,"90"
SINFO:28,5,38,0,"d"
SINFO:28,5,39,0,"Default"
SINFO:28,5,42,5088,"( Lossless conversion )"
SINFO:28,6,1,6203,"Subtitles"
SINFO:28,6,3,0,"spa"
SINFO:28,6,4,0,"Spanish"
SINFO:28,6,5,0,"S_VOBSUB"
SINFO:28,6,6,0,""
SINFO:28,6,7,0,"Dvd Subtitles"
SINFO:28,6,22,0,"0"
SINFO:28,6,30,0," Spanish"
SINFO:28,6,31,6121,"<b>Track information</b><br>"
SINFO:28,6,33,0,"90"
SINFO:28,6,38,0,""
SINFO:28,6,42,5088,"( Lossless conversion )"
SINFO:28,7,1,6203,"Subtitles"
SINFO:28,7,3,0,"fre"
SINFO:28,7,4,0,"French"
SINFO:28,7,5,0,"S_VOBSUB"
SINFO:28,7,6,0,""
SINFO:28,7,7,0,"Dvd Subtitles"
SINFO:28,7,22,0,"0"
SINFO:28,7,30,0," French"
SINFO:28,7,31,6121,"<b>Track information</b><br>"
SINFO:28,7,33,0,"90"
SINFO:28,7,38,0,""
SINFO:28,7,42,5088,"( Lossless conversion )"
SINFO:28,8,1,6203,"Subtitles"
SINFO:28,8,3,0,"spa"
SINFO:28,8,4,0,"Spanish"
SINFO:28,8,5,0,"S_VOBSUB"
SINFO:28,8,6,0,""
SINFO:28,8,7,0,"Dvd Subtitles"
SINFO:28,8,22,0,"0"
SINFO:28,8,30,0," Spanish"
SINFO:28,8,31,6121,"<b>Track information</b><br>"
SINFO:28,8,33,0,"90"
SINFO:28,8,38,0,""
SINFO:28,8,42,5088,"( Lossless conversion )"
SINFO:28,9,1,6203,"Subtitles"
SINFO:28,9,3,0,"fre"
SINFO:28,9,4,0,"French"
SINFO:28,9,5,0,"S_VOBSUB"
SINFO:28,9,6,0,""
SINFO:28,9,7,0,"Dvd Subtitles"
SINFO:28,9,22,0,"0"
SINFO:28,9,30,0," French"
SINFO:28,9,31,6121,"<b>Track information</b><br>"
SINFO:28,9,33,0,"90"
SINFO:28,9,38,0,""
